1317040011	中山醫學大學附設醫院
EB11500811U000006	塔新航空公司(飛達旅運股份有限公司代理)
EB11500811U000001	酷鳥航空公司(飛達旅運股份有限公司代理)
EB11500811U000005	南非航空公司(飛達旅運股份有限公司代理)
EB11507624	磐碩營造股份有限公司
EB11520909	南港輪胎股份有限公司
EB11529802	春源鋼鐵工業股份有限公司
EB11547230	高林實業股份有限公司
EB11551634	恩德科技股份有限公司
EB11569000	泰商泰國航空國際有限公司台北分公司
EB11636802	國賓大飯店股份有限公司
EB11656222	富國新股份有限公司
EB11658093	華盛工程有限公司
EB11658137	華泰大飯店企業股份有限公司
EB11686106	華夏海灣塑膠股份有限公司
EB11746701	裕元興業股份有限公司
EB11762504	新亞建設開發股份有限公司
EB11812103	新興航運股份有限公司
EB11821341	台灣東洋藥品工業股份有限公司
EB11825058	台灣美國運通國際股份有限公司
EB11825450	福華電子股份有限公司
EB11825825	嘉裕股份有限公司
EB11846954	通用矽酮股份有限公司
EB11880517	葡萄王生技股份有限公司
EB11892801	嘉新水泥股份有限公司
EB11893409	台達化學工業股份有限公司
EB11913502	臺灣水泥股份有限公司
EB11914002	台灣玻璃工業股份有限公司
EB11917107	台灣聚合化學品股份有限公司
EB11919506	台灣安斯泰來製藥股份有限公司
EB11996904	聯華實業控股股份有限公司
EB12030606	寶隆國際股份有限公司
EB12100285	國際票券金融股份有限公司
EB12115702	華經資訊企業股份有限公司
EB12124322	亨元股份有限公司
EB12132033	元禎企業股份有限公司
EB12135600	統振股份有限公司
EB12136930	春原營造股份有限公司
EB12137017	順盛工程有限公司
EB12137902	台灣鉅邁股份有限公司
EB12139612	潤泰創新國際股份有限公司
EB12142807	助群營造股份有限公司
EB12144501	亞都麗緻大飯店股份有限公司
EB12148598	中興保全科技股份有限公司
EB12162654	大益交通有限公司
EB12177684	北聯交通有限公司
EB12179563	寶徠建設股份有限公司
EB12195466	匯僑股份有限公司
EB12197725	三多士股份有限公司
EB12198180	全心投資控股股份有限公司
EB12198359	中華票券金融股份有限公司
EB12204275	亞翔工程股份有限公司
EB12205020	中環股份有限公司
EB12206203	銘旺科技股份有限公司
EB12209807	南帝化學工業股份有限公司
EB12215548	精技電腦股份有限公司
EB12216574	立勝工業股份有限公司
EB12223097	豪勉科技股份有限公司
EB12223723	吉興工程顧問股份有限公司
EB12228473	神腦國際企業股份有限公司
EB12233428U010000	大連化學工業股份有限公司總務室
EB12241335	大量交通有限公司
EB12247838	神州電腦股份有限公司
EB12261768	台灣新光保全股份有限公司
EB12262611	富士達股份有限公司
EB12278156	法商法國興業銀行股份有限公司台北分公司
EB12278439	台林電通股份有限公司
EB12304443	和椿科技股份有限公司
EB12305479	興富發建設股份有限公司
EB12306385	大同精密化學股份有限公司
EB12311535	昌晟企業股份有限公司
EB12313718	崇偉營造工程股份有限公司
EB12320400	兆赫電子股份有限公司
EB12333361	名登工程顧問股份有限公司
EB12341051	康舒科技股份有限公司
EB12344374	鴻聚實業有限公司
EB12348012	強固保全股份有限公司
EB12351819	宇力工程有限公司
EB12358067	中菲電腦股份有限公司
EB12362365	台通光電股份有限公司
EB12363977	安大營造股份有限公司
EB12364770	翔耀實業股份有限公司
EB12366616	美商安達產物保險股份有限公司台灣分公司
EB12368733	台灣恩益禧股份有限公司
EB12371287	采盟股份有限公司
EB12371385	惠普股份有限公司
EB12373243	日勝生活科技股份有限公司
EB12375925	德晉科技股份有限公司
EB12377493	康大資訊股份有限公司
EB12378253	千附實業股份有限公司
EB12386388	臺龍電子股份有限公司
EB12386676	八貫企業股份有限公司
EB12390496	晉倫科技股份有限公司
EB12397505	偉邦營造股份有限公司
EB12397982	友華生技醫藥股份有限公司
EB12401698	增你強股份有限公司
EB12402789	祥皓有限公司
EB12403422	宏正自動科技股份有限公司
EB12403534	康和資訊系統股份有限公司
EB12413104	勝昱科技股份有限公司
EB12421786	中鹿營造股份有限公司
EB12423497	華邦營造有限公司
EB12427304	立威資訊股份有限公司
EB12429035	新加坡商星展銀行股份有限公司台北分公司
EB12436401	聯嘉電信工程有限公司
EB12440778	亞廣展覽股份有限公司
EB12450796	兆豐國際證券投資信託股份有限公司
EB12451330	台灣鼎磊企業股份有限公司
EB12461082	新麥企業股份有限公司
EB12467902	富味鄉食品股份有限公司
EB12474517	通航國際股份有限公司
EB12479610	捷迅股份有限公司
EB12483749	祥圃實業股份有限公司
EB12486062	羅昇企業股份有限公司
EB12488131	巨大汽車有限公司
EB12494555	華祺工業股份有限公司
EB12498877	滿心企業股份有限公司
EB12499995	台興電子企業股份有限公司
EB12514341	振樺電子股份有限公司
EB12518424	勤方企業有限公司
EB12526607	和桐化學股份有限公司
EB12529007	環泰企業股份有限公司
EB12533071	豐順營造股份有限公司
EB12537392	永譽企業管理顧問有限公司
EB12541229	華夏科技股份有限公司
EB12541826	英商渣打銀行股份有限公司台北分公司
EB12547173	弘帆股份有限公司
EB12549828	立康生醫事業股份有限公司
EB12551801	四維航業股份有限公司
EB12553765	九連環境開發股份有限公司
EB12601062	金昌營造有限公司
EB12606003	鼎燁營造股份有限公司
EB12606833	車麗屋汽車百貨股份有限公司
EB12608797	義碩智能股份有限公司
EB12613145	敦陽資訊股份有限公司
EB12613567	逸昌科技股份有限公司
EB12613861	至芃企業有限公司
EB12613876	華景電通股份有限公司
EB12615761	智敦通訊科技股份有限公司
EB12616121	敦新科技股份有限公司
EB12616826	昇元工程顧問股份有限公司
EB12624467	聯鈞光電股份有限公司
EB12629250	仲葳工程股份有限公司
EB12629385	純粹創意整合行銷有限公司
EB12629667	鈺鑫營造工程有限公司
EB12630474	新穎數位股份有限公司
EB12633445	官田建設有限公司
EB12636560	界霖科技股份有限公司
EB12641183	安資科技有限公司
EB12641395	鑫鼎昌汽車修配廠有限公司
EB12642444	鎧鉅科技股份有限公司
EB12643838	陸穎建設有限公司
EB12645580	寶鎂生活館有限公司
EB12645603	世全建業股份有限公司
EB12646223	兆遠科技股份有限公司
EB12647004	弘諺科技股份有限公司
EB12648411	鑫建興營造有限公司
EB12649951	群聯電子股份有限公司
EB12650751	峻盟國際股份有限公司
EB12651371	儒毅科技股份有限公司
EB12653785	巨匠電腦股份有限公司
EB12654975	友松娛樂股份有限公司
EB12658515	其陽科技股份有限公司
EB12658917	現代視覺管理顧問股份有限公司
EB12661624	台灣永生細胞股份有限公司
EB12661624U010000	台灣永生細胞股份有限公司開曼永笙
EB12663974	順天醫藥生技股份有限公司
EB12664925	台灣博世舒適科技空調設備販賣股份有限公司
EB12665305	財宏科技股份有限公司
EB12673109	正基科技股份有限公司
EB12675697	禾拓規劃設計顧問有限公司
EB12676056	安馳科技股份有限公司
EB12676817	彥臣生技藥品股份有限公司
EB12681706	禾伸堂生技股份有限公司
EB12681939	阜爾運通股份有限公司
EB12683520	台灣醣聯生技醫藥股份有限公司
EB12684149	永達保險經紀人股份有限公司
EB12684577	晶極光電科技股份有限公司
EB12685908	宣捷幹細胞生技股份有限公司
EB12686505	環資國際有限公司
EB12688172	今展科技股份有限公司
EB12689539	陞麥國際工程股份有限公司
EB12690352	網軟股份有限公司
EB12692247	晶淨科技股份有限公司
EB12696742	威季景觀工程有限公司
EB12704638	必鋮股份有限公司
EB12709021	期暉實業有限公司
EB12715847	景岳生物科技股份有限公司
EB12719668	全國公信力民意調查股份有限公司
EB12724402	建寅企業股份有限公司
EB12726274	台灣基礎開發科技股份有限公司
EB12732043	麥邁景觀設計顧問有限公司
EB12735718	湧成營造工程有限公司
EB12736391	玄將室內裝修工程有限公司
EB12737912	華立捷科技股份有限公司
EB12738623	銘鈺精密工業股份有限公司
EB12738855	伸泰國際股份有限公司
EB12739313	佳弘營造有限公司
EB12739475	衛司特科技股份有限公司
EB12744147	双美生物科技股份有限公司
EB12745271	竑穗興業股份有限公司
EB12746980	象神營造有限公司
EB12748729	天擎積體電路股份有限公司
EB12755586	日瀛營造有限公司
EB12761341	鑫弘營造有限公司
EB12762411	隆源營造股份有限公司
EB12766227	元賀交通有限公司
EB12766253	南科加油站有限公司
EB12767387	聯享光電股份有限公司
EB12769527	方聖營造有限公司
EB12772728	正文技術顧問有限公司
EB12774388	寶聯生活館有限公司
EB12774394	樂駝規劃設計有限公司
EB12775871	呈光企業有限公司
EB12780635	樹德企業股份有限公司
EB12782824	禹銓營造有限公司
EB12785358	瑞駿汽車實業有限公司
EB12785646	輝騰營造有限公司
EB12788144	翔科事業有限公司
EB12790423	鳳陽汽車股份有限公司
EB12791210	康泰保全股份有限公司
EB12793580	乾坤技術顧問股份有限公司
EB12793890	點子貓科技有限公司
EB12794814	安聯通電訊股份有限公司
EB12798157	旗儀資訊有限公司
EB12800061	揚明光學股份有限公司
EB12800225	群創光電股份有限公司
EB12800273	友訊科技股份有限公司台灣分公司
EB12800392	明泰科技股份有限公司
EB12803476	大樹醫藥股份有限公司
EB12803996	弘鈺生活館有限公司
EB12805122	漢名科技股份有限公司
EB12806810	新宜營造工程有限公司
EB12813592	暉鼎資源管理股份有限公司
EB12813925	新威營造有限公司
EB12816900	永瀚營造有限公司
EB12817443	新竹東汽車實業有限公司
EB12817886	元程營造股份有限公司
EB12819218	名陞營造有限公司
EB12822733	山河工程顧問有限公司
EB12822924	匯揚不動產經紀實業有限公司
EB12825513	勝威工程顧問有限公司
EB12828764	得原營造有限公司
EB12829763	嘉芳室內裝修工程有限公司
EB12833963	新厝加油站股份有限公司三站分公司
EB12835532	得洲工程有限公司
EB12836981	聚人營造股份有限公司
EB12837216	宏宇智能營造股份有限公司
EB12838685	豐業生活館有限公司
EB12846708	機光科技股份有限公司
EB12848699	宜誠資訊股份有限公司
EB12849156	國恩車業股份有限公司
EB12851119	台灣永續工程顧問有限公司
EB12854468	柏新科技股份有限公司
EB12854740	金鼎聯合科技纖維股份有限公司
EB12855558	艾思博系統科技股份有限公司
EB12857747	廣知永續科技股份有限公司
EB12858252	京鼎精密科技股份有限公司
EB12858513	益廣營造有限公司
EB12858871U000011	太景醫藥研發控股股份有限公司
EB12858871	太景生物科技股份有限公司
EB12860948	綠意開發股份有限公司
EB12861019	威剛科技股份有限公司
EB12862116	中台資源科技股份有限公司
EB12862410	樂斯科生物科技股份有限公司
EB12868358	緯創資通股份有限公司
EB12869217	珍宇設計工程顧問有限公司
EB12869271	乾雄股份有限公司
EB12871564	富世達股份有限公司
EB12873063	冠亞生技股份有限公司
EB12873107	洪煒股份有限公司
EB12881916	宏震營造事業股份有限公司
EB12883169	達發科技股份有限公司
EB12886481	驛站事業有限公司
EB12887215	泓辰材料股份有限公司
EB12894047	研勤科技股份有限公司
EB12894399	億而得微電子股份有限公司
EB12894840	位速科技股份有限公司
EB12895518	碁泰營造有限公司
EB12898070	巨鷗科技股份有限公司
EB12898395	地心引力股份有限公司
EB12898748	金盛元興業股份有限公司
EB12900646	澔學學習股份有限公司
EB12901841	智微科技股份有限公司
EB12902200	興皓實業有限公司
EB12903186	典彰工程有限公司
EB12903881	嘉洋營造有限公司
EB12905993	永昕生物醫藥股份有限公司
EB12906711	友鋮股份有限公司
EB12907747	艾笛森光電股份有限公司
EB12908204	永馨營造有限公司
EB12913781	崧儷園藝有限公司
EB12915205	崇峻工程顧問有限公司
EB12916730	上瑞營造有限公司
EB12922971	欣義營造有限公司
EB12926147	上程電信科技有限公司
EB12927477	華星光通科技股份有限公司
EB12929587	美麗華公寓大廈管理維護股份有限公司
EB12930780	擎昊科技股份有限公司
EB12933631	益芯科技股份有限公司
EB12936216	博瑞達應用材料股份有限公司
EB12936659	台灣捷通國際股份有限公司
EB12940106	晟晁物業管理顧問股份有限公司
EB12941040	歐畢通科技有限公司
EB12944519	惠航船舶管理股份有限公司
EB12946848	訊翔科技有限公司
EB12947467	御嵿國際股份有限公司
EB12948000	明泰國際科技股份有限公司
EB12949916	崧旭資訊股份有限公司
EB12951877	創建機電科技股份有限公司
